song_index,artist,song,danceability,energy,tempo,valence,loudness,track_id,track_genre
2799,3 Doors Down,Citizen/Soldier,0.638,0.818,97.021,0.47,-5.524,43Tzmi4Lw0GcZRAE4xqwOg,grunge
2800,Frankie Knuckles,Bac N Da Day - Clepto's Mix,0.711,0.95,126.984,0.972,-5.916,1Jmt5uPinNWz8l2AsMpAMq,chicago-house
2801,Mimi Webb,House On Fire,0.61,0.747,150.088,0.439,-4.543,2iHsdUnmKGIuc9oRE3DfgJ,singer-songwriter
2802,Joachim Pastor;Mees Salomé,Wardenclyffe - Mees Salomé Remix,0.479,0.91,123.019,0.0382,-10.263,59s4wikOZ2H0YpHVz9Bfsu,minimal-techno
2803,Jóhann Jóhannsson;Yuki Numata Resnick;Tarn Travers;Ben Russell;Clarice Jensen,Flight from the City,0.13,0.086,90.223,0.0375,-21.92,3Sy6wgTNEp6vSgLs4EyXAf,ambient
2804,I Prevail,There’s Fear In Letting Go,0.492,0.869,123.118,0.136,-6.403,2OYtcqflvzQwh3cMPmTHs4,metalcore
2805,Régis Danese,Compromisso - Ao Vivo,0.482,0.379,128.12,0.234,-13.64,5gjfhL8mRK8cW6nQn4YvmN,brazil
2806,Tommy Olivencia y Su Orquesta,La Fiesta De Soneros,0.621,0.618,95.057,0.962,-6.575,0rCdtbIJxzVduB72X8SLhE,salsa
2807,Charlie Cunningham,Permanent Way,0.561,0.55,147.01,0.446,-17.419,6gf9RW0DKG5GUZJcCMGSje,british
2808,Rashid Beibutov,Gözəlim Sənsən,0.404,0.102,61.371,0.257,-16.215,0EZfZSvcxtmqKoEoyMjjRC,romance
2809,Felix Werner,Lighthouses - Ambient Version,0.208,0.0581,68.942,0.0394,-27.906,4VTYAMP7kQ7YjmGpGtuJBo,sleep
2810,Mike Birbiglia,The Guitar Guy at the Party,0.414,0.713,150.668,0.674,-8.365,2coVkmm2fDPfoGDh6fOaMl,comedy
2811,Buddy Holly;Gregory Porter;Royal Philharmonic Orchestra,Raining In My Heart,0.527,0.26,105.687,0.579,-12.978,1U0IIhrMkhadvXOnSZ1tUT,rockabilly
2812,Tommy Flanagan,Come Sunday,0.421,0.0216,68.355,0.0392,-25.428,2mx6puNmToZ7DkvY0SANiP,piano
2813,Harnoor,Parshawan,0.799,0.44,90.006,0.43,-7.422,6IaHIJYxIG8xbosaRr25AC,pop
2814,Nat King Cole,O Come All Ye Faithful - Remastered/1990,0.29,0.178,130.643,0.214,-13.97,0wUDgZ2hZAJkqDhanHqsUx,jazz
2815,Glee Cast,Gives You Hell (Glee Cast Version),0.752,0.605,100.007,0.789,-5.569,7oN2q9L9YShc6weFVvnnxA,club
2816,Kay Tse,載我走,0.55,0.51,139.922,0.438,-7.488,3zcnbGrdyx3iJe7x5WjWc5,cantopop
2817,Georges Bizet;Nicolas Rivenq;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act II: No.15 Quintette : Nous avons en tête une affaire (Le Dancaïro/Frasquita/Mercédès/Le Remendado/Carmen)",0.381,0.216,77.108,0.288,-17.256,3SYAtFkdew61hXU32aD2zl,opera
2818,Alejandro Sanz,La Despedida,0.701,0.589,99.989,0.229,-8.463,5FM2QNQNHT3mKrjMZdJ8Xb,spanish
2819,Sidhu Moose Wala;Raja Kumari,US (feat. Raja Kumari),0.524,0.601,72.048,0.598,-6.112,36cqlmc53NqlEUqPJdgUOx,hip-hop
2820,Ten City,That's the Way Love Is - Deep House Mix-Extended Version,0.703,0.541,119.732,0.961,-18.39,02mDVNH84zLwiuVPbxDBMv,chicago-house
2821,Boney M.,Sunny,0.647,0.868,121.82,0.804,-6.427,3pf96IFggfQuT6Gafqx2rt,disco
2822,FooR;Eddie Craig,Premonition,0.753,0.855,131.913,0.671,-5.2,0T6YJPv6EAT9Jwg11xvDZe,groove
2823,Omar S;Simon Black,I'll Do It Again,0.94,0.894,124.024,0.675,-3.0,7815vygbItI6iQg8DTkofq,detroit-techno
2824,Suy Galvez,Isn't She Lovely,0.71,0.646,120.028,0.615,-5.945,02EqvposhJjwrgkQexKIdW,acoustic
2825,Jon Sarta,Summer Magic,0.64,0.0233,92.337,0.327,-25.451,2QMMcxyclb9Di4s8Jf5Qpg,disney
2826,Kuase Nada,De Borest,0.499,0.729,126.986,0.841,-4.136,4liaba6RDgz3sXEcTjl4Dw,brazil
2827,J. Cole;Cults;Amber Coffman,She Knows (feat. Amber Coffman & Cults),0.766,0.74,118.008,0.183,-10.363,0Fs9cdPDhptWEDJmiCbkEW,hip-hop
2828,XXXTENTACION,Guardian angel,0.712,0.374,133.952,0.779,-10.215,7uqcLJFlSYjVPLUz1vPxkY,emo
2829,Gojira,Global Warming,0.173,0.943,94.439,0.202,-2.539,5HG05ThGEDG0v5FfKqGPuI,death-metal
2830,Austin Basham,All Is Well,0.316,0.413,155.69,0.245,-12.216,3KAQ4xe2sR6IiltZw8HSA5,acoustic
2831,Spandau Ballet,Through the Barricades,0.443,0.452,146.111,0.192,-8.849,1lZ6BfK3ZvSnG1s7l1haT0,disco
2832,Billy Joel,"I Go to Extremes - Live at Yankee Stadium, Bronx, NY - June 1990",0.378,0.956,130.638,0.286,-3.822,6RTWC9YIPsoQpLJNDLTrBL,piano
2833,Los Rodriguez,Mi Enfermedad,0.489,0.96,133.21,0.894,-5.424,6eGTANo4ak5Tb1FCBLtoFT,alt-rock
2834,Jörg & Dragan (Die Autohändler),Superhupen 2011,0.748,0.971,139.999,0.963,-2.526,74ixAM1p5dSKDeggxPXJBC,party
2835,anirap,Futuro no Olhar (Katakuri),0.625,0.928,89.896,0.56,-5.707,5zPrkIBCahGDjwbpNnSImg,r-n-b
2836,Ólafur Arnalds;Nils Frahm,20:17,0.359,0.0224,107.849,0.169,-29.089,7vbCfkJf89i4s745KbELgr,ambient
2837,Klingande,Pumped Up,0.732,0.734,123.033,0.643,-6.423,7Bj5sIMpuI5io0C6EO6BWr,deep-house
2838,Britney Spears,Criminal,0.696,0.734,107.987,0.711,-5.294,6T689Jvh5KrSXyaPtUWZtQ,dance
2839,André Rieu;Tanja Derwahl,All I Ask Of You,0.0854,0.381,68.586,0.0781,-9.906,0sSLHm5Eqys1gzKsTdNHKD,opera
2840,Patton Oswalt,The Burroughs of Carbs,0.624,0.943,117.886,0.538,-4.016,3PcimZLUKg1wji51BZsPAj,comedy
2841,Serena Assumpção;Karina Buhr;Luê;Zé Celso Martinez Corrêa,Exu,0.815,0.738,100.038,0.307,-7.723,40nbEEgtgEPseFQCWZl1Qs,mpb
2842,Soleá Morente;Cariño,Ducati,0.705,0.84,123.077,0.853,-5.649,1BNqlNzv0nDiE8pSrdQHHz,spanish
2843,Alison Wonderland,Something Real,0.519,0.61,119.919,0.184,-10.808,5RLMXp4oKQGyeovfoqP7kI,electronic
2844,Rei Harakami,red curb,0.688,0.713,111.967,0.155,-13.806,4DekPa3ZMXJE3jIEm0EB7S,idm
2845,Glenn Underground,My Little Ebonie,0.76,0.64,106.8,0.504,-9.455,3EJAqtRKaHE3bW78mYGNsi,chicago-house
2846,Jack Kays,MY HEAD :(,0.942,0.439,125.018,0.231,-8.519,2nblCSS2DxTZ0DwQXzx2G2,emo
2847,Laura Osnes,Who I Was,0.305,0.265,88.659,0.213,-10.434,1AAZ5iqKi9WlESPpVj1qwO,show-tunes
2848,Noize Suppressor,Nobody Likes,0.592,0.961,175.007,0.623,-5.715,41XbZ40oTQe8PpXqt3ICcZ,happy
2849,Basic Bastard,Space Rider - Original Mix,0.676,0.781,135.254,0.63,-9.988,5Z4CpgDvA6e7ffOgCRHY0j,detroit-techno
2850,Almafuerte,La Máquina de Picar Carne,0.247,0.947,154.795,0.353,-4.817,4W5HbjNHMU7uw27oZwLaVK,heavy-metal
2851,Cem Adrian,"Eskidendi, Çok Eskiden",0.301,0.348,175.3,0.354,-7.349,1U2EecRng7FsdMZr3IlS0i,turkish
2852,Wiegedood,Carousel,0.158,0.978,132.872,0.0377,-2.863,5hnPyK9CBABcobIVnFamCC,black-metal
2853,Phyno;Tekno,Full Current (That's My Baby),0.807,0.673,113.031,0.411,-6.042,2IMFiHPG7RF5acB0QPFJyj,dancehall
2854,Sammi Cheng,星秀傳說,0.525,0.954,147.518,0.502,-5.411,2fEHM7a1RaYBdECg4YzAl5,cantopop
2855,Mon Laferte;Enrique Bunbury,Mi Buen Amor,0.403,0.533,98.741,0.283,-4.633,4yB8TeiQpL09df92fxn5sZ,alternative
2856,Rafael Vázquez,Al Claro de Luna,0.419,0.288,145.557,0.795,-15.826,23xY5vuCuLJfU8YRrpRdcY,rock-n-roll
2857,Guy Gerber,Cameo,0.68,0.824,111.998,0.623,-7.844,1xltPGjeNgtjO8zLHZ6mCf,minimal-techno
2858,Armaan Malik,Tu / You,0.717,0.471,110.026,0.426,-7.971,4L6hCEc9xFf01U4d66JzK0,pop-film
2859,Enrique Guzman,El mar - Remastered,0.462,0.374,132.705,0.653,-10.694,5NpLeFA93egooOzqIh9jZu,rock-n-roll
2860,Nikhil mathew,"Azhalinte Azhangalil (From ""Ayalum Njanum Thammil"") - Male Vocals",0.607,0.59,125.036,0.535,-6.917,6dn5llzkFUe8c1sHNVZVo3,malay
2861,Louise Hoffsten;Albin Lee Meldau,Från himmelen fallen,0.565,0.385,137.252,0.365,-8.754,449o6M6AUl1DWsFMiBwyVF,blues
2862,Architects,Holy Hell,0.537,0.972,105.019,0.236,-4.115,7z3Q4j4HJDSOZtbR5rbYdG,metalcore
2863,Mile Twelve,Cold Wind,0.306,0.713,174.229,0.673,-8.131,2i6Yg6HLXfYV0MWhY0WgjR,bluegrass
2864,Sorriso Maroto;Ferrugem,Me Arrependi - Ao Vivo,0.518,0.624,143.791,0.617,-5.107,1sRL8KvkERifMtMuEkumwx,pagode
2865,Gavin Luke,Sentient,0.324,0.0798,70.405,0.123,-22.421,2vBIOyCqBAoZ4Fxc4JOKL3,ambient
2866,The Seldom Scene;Emmylou Harris;Tom Gray;John Starling,"With Body and Soul (feat. Emmylou Harris, Tom Gray, John Starling)",0.511,0.269,139.793,0.435,-12.96,4SiS7LvF6n8WnW5ZeB4RfL,bluegrass
2867,Moliy,Banana,0.833,0.385,93.984,0.485,-8.679,5FrzLTFMVeM5sE6qYZXqKE,alternative
2868,Eterna Inocencia,Cuando Pasan las Madrugadas,0.231,0.949,163.872,0.59,-2.919,2Hxk9BDH2mhZZ0SprtMM4J,hardcore
2869,Paloma Faith,Never Tear Us Apart,0.532,0.487,96.335,0.162,-7.5,2NIeqDoYuMWaX8KtAz4C5o,british
2870,Canyon City,Waves,0.407,0.357,112.207,0.253,-11.659,6Fomnvc3pkLvUQYUkhiQPx,acoustic
2871,Fagner,Revelação,0.33,0.663,135.237,0.304,-6.083,2OwcpCOQNXkrc3CSX3SE4a,mpb
2872,A.N.I.M.A.L.;Chuck Jhonson and Juan Jose Burgos;Richard Kaplan,Falsedad,0.594,0.892,112.929,0.555,-7.03,0hCoNSrVjLVoNcSUDmp4DE,heavy-metal
2873,Hillsong Worship,Man of Sorrows (Passion),0.459,0.375,144.027,0.46,-7.457,1SoI6qkdq320N99MickTb1,world-music
2874,Malon,Nuevo Orden Mundial,0.494,0.982,130.077,0.51,-4.775,3vqtXUHVs1i5sB8QZOm6UU,heavy-metal
2875,Nohidea,"sincerely, yours",0.605,0.396,80.957,0.622,-11.301,3gV0E3N4uOcoNsbxLkGWkp,chill
2876,Los Amigos Invisibles,Canción Ecológica,0.76,0.649,105.009,0.715,-9.064,60RAYSlPmLbMwNF0UQRq54,afrobeat
2877,Nature Sounds,Relaxed Amazon Rainforest,0.272,0.998,101.613,1e-05,-28.173,326fYiCUUznsIgJFPgrSyl,sleep
2878,Koil,Lagu Hujan,0.635,0.661,135.747,0.329,-9.836,176hBOHzslVQTEF7VFmASt,hard-rock
2879,NJ,Panipaali,0.861,0.687,150.079,0.729,-7.037,41YFFgkHlMUDOtODzvm9Nx,malay
2880,NERO,Into The Night,0.536,0.799,121.963,0.0521,-5.08,7kjFiwwjH5OZeTkqoAhSKh,drum-and-bass
2881,Ataxia,Time Original - Mixed,0.788,0.375,125.011,0.409,-22.405,46rLfwAbvMFxf56eBn0L2M,detroit-techno
2882,Alesso;Marshmello;James Bay,Chasing Stars (feat. James Bay),0.594,0.64,92.871,0.492,-6.865,6y6xhAgZjvxy5kR5rigpY3,edm
2883,The Devil Wears Prada,Forever Decay,0.163,0.983,184.907,0.334,-2.314,5jBgbKKNSfE3JIixvDb4Jl,metalcore
2884,DROELOE,Only Be Me,0.7,0.581,140.019,0.165,-8.493,6WXZyYSwlXS5qXISwsKYXE,electronic
2885,Sorriso Maroto;Coral Resgate,Brigas por Nada (feat. Coral Resgate) - Ao Vivo,0.54,0.829,147.868,0.392,-5.212,3CK5nDmST2vWnlp5ijkjVK,pagode
2886,Sonny Lim,How D'ya Do,0.622,0.121,125.661,0.5,-22.338,2YliwwbmiacOPrtZhTOr2O,guitar
2887,Wildways,Прятки,0.561,0.974,115.015,0.221,-4.259,6Av4y1NzrI41HkoqxQgMk3,metalcore
2888,Glee Cast,Last Christmas,0.631,0.757,106.885,0.649,-6.005,0fUFpFczhuhJBz2Z28IL2x,club
2889,Belanova,"One, Two, Three, GO!",0.521,0.884,75.019,0.61,-2.739,768YXI2ASL6gI6HsKjOD2h,latin
2890,Teebone,Givenchy,0.8,0.606,99.984,0.601,-12.455,3MSlNbBmnJG76zS6d7cqTk,j-dance
2891,Joshua Hyslop,Wells,0.535,0.444,83.99,0.217,-11.212,1WiVvolTPvAsVOd64HZi4X,acoustic
2892,La 25,Chica Suburbana,0.497,0.924,175.509,0.962,-3.915,4KuCdksNtIbdPVRfJGHrUX,alt-rock
2893,Astor Piazzolla,Enrico Iv,0.487,0.564,86.647,0.331,-8.634,6jwMKPgV7b91lCPva7aK26,tango
2894,The Travelin' McCourys,Travelin',0.365,0.712,144.949,0.773,-6.983,7B2WJSAYolDblFiUd77gxv,bluegrass
2895,DING DONG,Man A Gallis,0.696,0.746,134.38,0.679,-6.355,31xRKnZAiTMcgbjXar5Fv5,j-dance
2896,Marc Seguí;Pol Granch,Tiroteo,0.747,0.605,110.402,0.564,-6.633,05HpBFLrHBjWpgV0DSPUAv,spanish
2897,Kyle Kinane,This Track Is Not Called Something Like That,0.656,0.695,123.907,0.686,-6.369,2Ii5427sI5vRkbpjLbQvD6,comedy
2898,Rawal;Bharg,Baat Bangayi,0.69,0.454,80.001,0.389,-10.15,0hnHxTlTDjYysw9mf5BgxA,indian
2899,Oliver Koletzki,Copal,0.739,0.646,108.014,0.0739,-10.847,6TqYadgz6qObDRYkcQe21L,minimal-techno
2900,Trampled by Turtles,Burn for Free,0.406,0.813,130.457,0.816,-10.632,6Sgmt1jdLbD3DrEbcIdhBD,bluegrass
2901,Juan D'Arienzo,Cicatrices 2,0.625,0.492,127.909,0.894,-5.984,6Gf830XX6Lrq7RDppb0oK7,tango
2902,Endank Soekamti;Ndarboy Genk,Wayahe Hiling,0.673,0.876,180.152,0.777,-3.947,5DO6h6YjA9531IA8B0ahBa,punk-rock
2903,Greeicy;Mariah Angeliq;Darell;Andrés Torres;Mauricio Renfigo,Aguardiente - Remix,0.744,0.885,160.04,0.881,-3.533,2iNLQA0yVkF3aA1Y4vZ4Oc,latin
2904,Bombay Jayashri;Swetha Raj,Swapn Sunehere,0.268,0.108,82.176,0.331,-12.058,6N6ESDWoc9yeF8CvKWKxYg,classical
2905,Jason & The Scorchers,If Money Talks,0.299,0.985,175.934,0.349,-3.008,2do5cya7VhSK0lZ8k5WGjO,power-pop
2906,Miss Li,1:a pris,0.722,0.496,113.898,0.597,-7.538,5deJZt44Qy0c4ViLQtGKNa,swedish
2907,Isolated,Circus,0.655,0.589,179.956,0.186,-6.879,7x0a4QdO76GeTNQNMqHyHR,dub
2908,1349,Abyssos Antithesis,0.0998,0.911,195.039,0.0708,-11.959,60edNIKZXcOi95A3BcNIms,black-metal
2909,Enigma,Eppur Si Muove,0.498,0.461,119.998,0.0368,-16.296,1XL4uJAU8BL1RWgP1GCgwQ,new-age
2910,WowKidz,Akkad Bakkad,0.961,0.456,104.965,0.968,-7.143,5C3X6QpPGGuFIlvwM8Eh0B,children
2911,Jóhann Jóhannsson,A Model of the Universe,0.336,0.044,90.243,0.0666,-29.255,5ay0cvjtVAbMLOe8gTadFh,ambient
2912,"Sarah, the Illstrumentalist",Gemini Pollux,0.824,0.416,86.021,0.351,-9.273,4RQsX0hbGFdGYACSVczk1M,study
2913,LE SSERAFIM,ANTIFRAGILE,0.882,0.797,105.025,0.824,-3.299,4fsQ0K37TOXa3hEQfjEic1,k-pop
2914,Lady Gaga,Poker Face,0.851,0.818,119.006,0.808,-4.637,24tNhacN8vdN8OqkR7LcNm,dance
2915,Darckstar,Qin Shi Huang vs Hades Rap. Un Auténtico Rey,0.692,0.849,90.102,0.71,-8.465,7v54DH8NxknHX7f4rEvoLh,anime
2916,Nosferatu;Restrained;Amada,Look Alive,0.609,0.99,181.959,0.199,-1.64,1d7EbBOChA0S048bV7HYwC,happy
2917,Tim Maia,Nuvens,0.535,0.779,112.548,0.769,-6.865,3GLh1BAax9IkK1TchDyJHq,brazil
2918,Felix Za,Fiery Sky - Deep House Remix,0.86,0.456,109.991,0.386,-8.983,5X4UUWdOURJN7PePHKJBy4,turkish
2919,Integral Rigor,Zahir - Instrumental Version,0.246,0.889,105.015,0.21,-4.024,4haJMkqoMvgbsZ0lQFZPx9,iranian
2920,Wolfgang Amadeus Mozart;Mao Fujita,"Piano Sonata No. 3 in B-Flat Major, K. 281: II. Andante amoroso",0.4,0.0334,94.362,0.367,-26.333,3bURbpWSxXGl1R741ekg07,classical
2921,Hojean,Over 85,0.644,0.522,99.999,0.477,-8.197,6KhT7CK6FL0BnI3nVPqv4F,chill
2922,The Fastback,Maybe,0.456,0.879,165.168,0.967,-6.04,4F5np0vOU7CCFCE0mRLfnh,rockabilly
2923,Rammstein,Zeig dich,0.545,0.942,165.066,0.365,-4.283,3d3k8g4GTVx9EFIFlOZOEX,industrial
2924,Imagine Dragons,It's Time,0.656,0.884,105.009,0.86,-4.748,7MXlTgQeo3IVlMpLnZuhxc,rock
2925,Staind,The Corner,0.467,0.569,134.945,0.049,-5.958,2ZhOjD3qWdeHMYZM4zKADi,grunge
2926,Tasha & Tracie;CESRV,Rouff,0.797,0.647,142.043,0.711,-6.462,5ep36BTpB6EzmwswU2vPJl,funk
2927,Tipe-X,Frustasi,0.32,0.883,170.322,0.713,-2.43,5Okix5lf7jIZJgnLkFANcK,ska
2928,Wilson Simonal,Sá Marina,0.582,0.5,118.894,0.719,-10.947,6087zQEvQopjLV4Nzau43H,mpb
2929,Orbital,Halcyon and On and On,0.577,0.729,126.988,0.177,-14.376,5xcunlfaZvD9BDQsLONI7A,breakbeat
2930,Sachin Warrier,Kannetha Dooratholam,0.6,0.386,98.97,0.406,-7.616,47b5MQNvc3h6Se6Wg7MjCI,malay
2931,Agoraphobic Nosebleed,Flamingo Snuff,0.246,0.978,121.34,0.141,-3.77,0HDuOrEBNZJo95kQcJQ0XA,grindcore
2932,Carlos Gardel,Mi Buenos Aires Querido,0.448,0.188,79.022,0.363,-8.918,71wzlKHB4nk5DyteVLvnDW,tango
2933,Rolf Zuckowski,"Es ist nicht leicht, ein Narr zu sein",0.831,0.794,120.972,0.939,-8.053,41ipiO75USROkXXyDfoiuO,children
2934,SpectraSoul,Waiting for...,0.564,0.742,172.027,0.0385,-6.327,3nfLqbYDJGUuuP3oR4Ewge,drum-and-bass
2935,Pink Floyd,Shine On You Crazy Diamond (Pts. 6-9),0.288,0.485,135.87,0.124,-13.162,21j1PsCiTaO8ZW88UZrh3A,psych-rock
2936,Celina,A Hero Born,0.528,0.781,95.999,0.0388,-7.305,2iqRJPNkfUSg5TIHrM3B2m,club
2937,ELIJAH MOON;Sølace,Dead and Cold,0.834,0.383,140.07,0.569,-15.601,2Pbb9tq2u1ayF8FHgdzrRX,chill
2938,Tomppabeats,Monday Loop,0.742,0.384,69.006,0.354,-8.533,1NE3RGTUNgdptVMfKQFoK8,chill
2939,Burcu Güneş,Yansın Geceler,0.29,0.712,169.288,0.287,-5.56,36hTKOgo5Ra03y0GlpJPd3,singer-songwriter
2940,Greensky Bluegrass,Tuesday Letter,0.62,0.585,104.859,0.831,-9.549,1E85HehlpmnruYIENcrfAL,bluegrass
2941,Jeric,LOVE YOU MORE (愛你多一些),0.423,0.51,124.018,0.607,-9.892,71hsztLKPH2en9IAZHqAvv,mandopop
2942,Dermot Kennedy,Kiss Me,0.646,0.863,120.08,0.459,-2.046,2hFDO1f9t96wZZdQnn5ejI,folk
2943,Darryl Lenox,Politics Don't Affect Me,0.546,0.703,87.692,0.199,-10.143,6ME9lVyEthFJ0QaTgKr1R0,comedy
2944,LooLoo Kids,Zigaloo Dance,0.777,0.892,170.325,0.847,-4.128,3pyDFEx0n1iS2h9gtmZFJU,children
2945,DC Breaks;Diane Birch,Time to Kill (feat. Diane Birch),0.394,0.872,174.003,0.0367,-1.44,6qhAUkxxng7xoPSzcbaT0U,drum-and-bass
2946,Kid Francescoli,Nopalitos,0.607,0.583,125.005,0.166,-8.928,7mTu2ZcNb2Ip79YEzZZnrf,electronic
2947,For Revenge,This Is Not The Best Time To Lose,0.461,0.91,160.017,0.701,-3.626,5HuCuxK1MdKafyUHl6X54r,hardcore
2948,Titãs,Querem Meu Sangue (The Harder They Come) - Ao Vivo [Participação Especial de Jimmy Cliff],0.673,0.871,124.792,0.867,-8.574,1Yb9pIPxX52UekANEC7d9n,hard-rock
2949,Flavio Venturini,Todo Azul do Mar,0.436,0.525,81.075,0.314,-6.858,6zIXo0DVma6uIoeycLRLpe,mpb
2950,Guasones,Como un Lobo,0.57,0.824,128.95,0.651,-5.156,7FC5uMdyQyYgN6jpBjgvdK,alt-rock
2951,The Smith Street Band,Birthdays,0.489,0.865,108.125,0.373,-3.334,0YPRVJzRmpp3UnejEGaKVq,emo
2952,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,"7 Minuets, K.65a: No. 5 in C Major",0.592,0.0557,142.897,0.709,-20.601,32By63ejJIcJka9uDcO0A9,classical
2953,Thousand Foot Krutch,War of Change,0.531,0.887,104.055,0.626,-4.417,1qUHD9oPIMFHKpR12NY2KC,alt-rock
2954,Vidyasagar;Kalyani Pradeep,Mazhai Nindra,0.628,0.847,78.0,0.627,-4.371,4gJ6m8P4nBeCn0Y6294Lee,k-pop
2955,Andy Lau,忘情水,0.576,0.465,135.913,0.305,-11.99,5ufg2o33urFZ1AQfTxwNZO,cantopop
2956,Protassov,Animal Tears,0.699,0.544,119.917,0.323,-10.173,2j1hid5PIwIFstJdJeQ6DS,trip-hop
2957,Mairead Nesbitt,Finan's Isle Suite: Finan's Isle,0.192,0.272,149.526,0.206,-13.668,7hPWRaG6CgW2oPAgdVLoTQ,opera
2958,Los Sebosos Postizos,"Minha Teimosia, uma Arma pra Te Conquistar",0.525,0.561,139.101,0.584,-9.159,0bgMcNCgj6fhJXxnQ0LADj,samba
2959,Panteon Rococo,Toloache Pa' Mi Negra - En Vivo,0.411,0.897,102.972,0.668,-9.229,6XEbIRw3DVFb6vQftaewOD,alt-rock
2960,DJ MAVICC;DJ KS;DJ RD DA DZ7,AUTOMOTIVO PARALELO,0.642,0.702,130.633,0.524,-3.512,7oejXAcNuJwUqfU0ZcVupv,funk
2961,Alberto Morán;Francisco Canaro;Orquesta Osvaldo Pugliese,La ultima copa,0.494,0.244,111.962,0.321,-12.605,7wPxQanDO7kUBQupioNPW4,tango
2962,Sean Paul,When It Comes To You,0.611,0.649,100.118,0.72,-6.095,55nUyfW8eCQsHrZ3jtkXLU,dancehall
2963,Mandrill,Lord Of The Golden Baboon,0.571,0.845,128.627,0.586,-6.674,2eU6yZOsTESuFQfl0T4zVf,afrobeat
2964,Drexciya,Andreaen Sand Dunes - Mixed,0.641,0.828,129.232,0.598,-5.079,62djY7ExTqSLDO7yC2jb5v,detroit-techno
2965,Accept,Breaker - Live in Wacken 2017,0.459,0.998,124.946,0.0565,-5.904,219l46AUTw74WBgIZPrkMU,heavy-metal
2966,Peer Kusiv;Johanson,Bring You Back - Edit,0.599,0.732,123.019,0.178,-10.913,2Q3jcJsNmsbgwPjLAZccZz,deep-house
2967,Alfredo De Angelis,Felicia,0.684,0.397,120.547,0.675,-10.193,6qwXXUgLgtjpo5LYDPro8B,tango
2968,Akuma,Niki Lauda,0.825,0.476,106.544,0.52,-8.74,3bOK3tKl399Sb7lXiQKb5h,german
2969,From The Vastland,Khan e Dovom,0.203,0.882,119.978,0.107,-7.97,6zrW1mHEwK4D2kRBGiZwgm,iranian
2970,Jah Fabio;Rapder;Brandon Lomas;Alejandro Aquino & X-Kantina,Atlas Campeón (feat. Alejandro Aquino & X-Kantina),0.724,0.78,92.068,0.573,-5.748,1xOuyE0rJTZbyy6zHBeqGa,spanish
2971,Kenji Wu,絕對不放,0.479,0.58,141.976,0.346,-4.299,1o1pZgOTPl2eEdRAND2UsQ,mandopop
2972,Keenan Te,Forgot About Us,0.556,0.43,169.617,0.322,-6.134,5WJtuMqSdxcbuNvouacT37,singer-songwriter
2973,Andi Smith,Art School,0.544,0.605,114.099,0.397,-11.676,4RUBcugkHQ8c6Jq2hkk1I3,comedy
2974,Danny Carvalho,Keali'i's Mele,0.491,0.339,115.811,0.789,-15.221,3Xtt1ZboWekBO3WlRcARVP,guitar
2975,Walkyria Santos;Taty Girl,Amor Sacana - Ao Vivo,0.609,0.823,127.943,0.541,-4.601,4nWxif1dt6FCg4GFZcPIbO,forro
2976,HALIENE;Maratone;Illitheas,Make It To Tomorrow - Illitheas Remix,0.413,0.955,137.999,0.0441,-6.685,0kBx3jLYQlL3oTUI3loBug,dub
2977,Carl Craig,Landcruising,0.384,0.708,127.012,0.236,-10.687,2raF2G1hoJbJuvXHZPQbzf,detroit-techno
2978,Alexander Popov;Whiteout,Never Cry Again (WYM444),0.569,0.915,128.073,0.242,-6.231,7mnKyGfRTHjZo9fYpb9WeX,progressive-house
2979,Disfear,Phantom,0.0811,0.987,175.251,0.0393,-3.064,3eBGIIYq30bkPgUn0Kr7c3,grindcore
2980,Skinny Puppy,VX Gas Attack,0.633,0.77,118.117,0.207,-11.798,2D6S2O4uicZB3IFIDKENcl,industrial
2981,Celtic Thunder;Ryan Kelly,Ride On,0.519,0.609,137.941,0.623,-9.415,5Bdxctj2mX8lWvY9ydOgnP,opera
2982,my little airport,月映之審判者,0.353,0.579,160.467,0.713,-10.482,2eLFge0GG6xF83VUXcRbbz,cantopop
2983,Fresco Trey;Lil Tjay,Feel Good (feat. Lil Tjay),0.755,0.545,90.004,0.517,-7.017,69FiPptnZd9ovg2tEJgBkN,sad
2984,Julien Clerc,This Melody,0.581,0.547,120.989,0.566,-8.604,3rEiBsVWrvSBfK3jJkGQq1,french
2985,Amindi,slideshow,0.693,0.623,76.972,0.902,-5.37,1NxCtk7ybnoLfNBBnMg5oM,dancehall
2986,Sarah Jarosz,Still Life,0.494,0.338,142.207,0.459,-7.637,1SyymAf7gT0hJRB1HzWURI,bluegrass
2987,Koil,Aku Lupa Aku Luka,0.485,0.949,82.018,0.204,-6.962,3kBV8olpppGCIbhrh8TV6o,hard-rock
2988,Pritam;Arijit Singh;Amitabh Bhattacharya,Rasiya Reprise,0.34,0.606,151.383,0.268,-8.517,3f9dNrQR4stx9CCfpqZVSf,indian
2989,Don Williams,Shot Full Of Love,0.666,0.252,94.111,0.547,-17.614,6TgA7gRbih1UvQGRWWBsdS,country
2990,Slank,Foto Dalam Dompetmu,0.36,0.589,163.517,0.453,-12.41,3OfykqMmUBWQbcusx790kx,blues
